n,steps,r_start,depth_len,height_seq,residual_shape_seq,first_failed_depth_seq,residual_mod_8_seq,residual_mod_16_seq,residual_mod_32_seq,residual_all_ones_depth_seq,residual_all_ones_depth_first,residual_all_ones_depth_last,residual_all_ones_depth_mode,residual_all_ones_depth_max,count_all_ones_depth_ge_4,count_all_ones_depth_ge_5,count_all_ones_depth_ge_6,positive_depths,positive_blocks,positive_depth_count,first_frontier_depth,frontier_margin,local_islands,local_island_count,sign_change_up_positions,sign_change_up_count,first_sign_change_pair,residual_mod_16_first,residual_mod_16_last,residual_mod_16_mode,residual_mod_32_first,residual_mod_32_last,residual_mod_32_mode,max_positive_block_length,max_margin_jump,max_retention_drop,max_continuation_drop,max_retention_drop_minus_2_continuation_drop,sign_change_cause_labels,sign_change_drop_details,sign_change_pressure_decay_details,local_island_pressure_decay_details,margin_step_diff,retention_drop_minus_2_continuation_drop,margin_step_matches_net_drop,margin_step_identity_failure_count,margin_profile,retention_profile,continuation_profile
15277,64,2,12,3;2;2;1;1;8;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,5729;4297;3223;4835;7253;85;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4;3;3;2;2;9;9;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1;1;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;9;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;9;23;3;21;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,3,0,0,0,,,0,-1,0,,0,,0,,1,1,1,1,1,1,0,1,1,1,0,,,,,2:-1;3:1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:-1;3:1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15279,64,2,12,1;1;1;2;6;6;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,22919;34379;51569;38677;1813;85;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;3;7;7;9;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,7;3;1;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;11;1;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;11;17;21;21;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3,1,1,3,0,0,0,2,2,1,2,1,,0,,0,,7,1,1,7,1,1,1,1,1,1,0,,,,,2:-1;3:-1;4:1;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:-1;3:-1;4:1;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:3;3:2;4:1;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15281,64,2,12,2;4;4;1;3;1;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,11461;2149;403;605;227;341;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;5;5;2;4;2;11;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,5;5;3;5;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;5;3;13;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;5;19;29;3;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,2,0,0,0,,,0,-1,0,,0,,0,,5,1,1,5,1,1,0,2,2,0,0,,,,,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15283,64,2,12,1;3;6;1;3;1;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,22925;8597;403;605;227;341;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;4;7;2;4;2;11;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,5;5;3;5;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,13;5;3;13;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,13;21;19;29;3;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,2,0,0,0,,,0,-1,0,,0,,0,,13,1,1,13,1,1,0,3,3,0,0,,,,,2:3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15285,64,2,12,5;2;1;3;3;1;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,1433;1075;1613;605;227;341;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,6;3;2;4;4;2;11;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1;3;5;5;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;3;13;13;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,25;19;13;29;3;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,2,0,0,0,,,0,-1,0,,0,,0,,9,1,1,25,1,1,0,2,2,0,0,,,,,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15287,64,2,12,1;1;3;1;6;1;2;3;1;1;1;1;1;1;6;3;3;3;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,22931;34397;12899;19349;907;1361;1021;383;575;863;1295;1943;2915;4373;205;77;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;4;2;7;2;3;4;2;2;2;2;2;2;7;4;4;4;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,3;5;3;5;3;1;5;7;7;7;7;7;3;5;5;5;5;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;13;3;5;11;1;13;15;15;15;15;7;3;5;13;13;13;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,19;29;3;21;11;17;29;31;31;31;15;23;3;21;13;13;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;2;1;2;1;1;7;6;5;4;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2,1,1,7,4,3,2,2;3;4;5,2-5,4,2,1,,0,,0,,3,1,1,19,1,1,4,1,5,2,0,,,,,2:1;3:0;4:-1;5:-1;6:-1;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:0;4:-1;5:-1;6:-1;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:1;3:2;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0;12:0;13:0,2:11;3:6;4:4;5:3;6:2;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:6;3:4;4:3;5:2;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15289,64,2,12,2;1;2;4;1;3;2;3;1;1;1;1;1;1;6;3;3;3;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,11467;17201;12901;2419;3629;1361;1021;383;575;863;1295;1943;2915;4373;205;77;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;2;3;5;2;4;3;4;2;2;2;2;2;2;7;4;4;4;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,3;1;5;3;5;1;5;7;7;7;7;7;3;5;5;5;5;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,11;1;5;3;13;1;13;15;15;15;15;7;3;5;13;13;13;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,11;17;5;19;13;17;29;31;31;31;15;23;3;21;13;13;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;2;1;1;1;7;6;5;4;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2,1,1,7,4,3,2,2;3;4;5,2-5,4,2,1,,0,,0,,11,1,1,11,1,1,4,2,4,1,0,,,,,2:2;3:-1;4:-1;5:-1;6:-1;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:-1;4:-1;5:-1;6:-1;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:1;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0;12:0;13:0,2:9;3:5;4:4;5:3;6:2;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:5;3:4;4:3;5:2;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15291,64,2,12,1;2;1;3;3;3;2;3;1;1;1;1;1;1;6;3;3;3;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,22937;17203;25805;9677;3629;1361;1021;383;575;863;1295;1943;2915;4373;205;77;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;3;2;4;4;4;3;4;2;2;2;2;2;2;7;4;4;4;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1;3;5;5;5;1;5;7;7;7;7;7;3;5;5;5;5;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;3;13;13;13;1;13;15;15;15;15;7;3;5;13;13;13;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,25;19;13;13;13;17;29;31;31;31;15;23;3;21;13;13;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;2;1;1;1;1;1;7;6;5;4;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,7,4,3,2,2;3;4;5,2-5,4,2,1,,0,,0,,9,1,1,25,1,1,4,2,4,1,0,,,,,2:2;3:-1;4:-1;5:-1;6:-1;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:2;3:-1;4:-1;5:-1;6:-1;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:1;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0;12:0;13:0,2:9;3:5;4:4;5:3;6:2;7:1;8:0;9:0;10:0;11:0;12:0;13:0,2:5;3:4;4:3;5:2;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15293,64,2,12,3;1;1;2;1;1;1;3;1;2;1;1;4;1;1;3;1;2;2;3;2;3;5;2;1;1;1;1;2;2;1;2;1;1;2;1;1;1;2;3;1;1;2;1;2;1;1;1;1;1;3;1;1;1;4;2;2;4;3;1;1;5;4;2,5735;8603;12905;9679;14519;21779;32669;12251;18377;13783;20675;31013;5815;8723;13085;4907;7361;5521;4141;1553;1165;437;41;31;47;71;107;161;121;91;137;103;155;233;175;263;395;593;445;167;251;377;283;425;319;479;719;1079;1619;2429;911;1367;2051;3077;577;433;325;61;23;35;53;5;1;1,4;2;2;3;2;2;2;4;2;3;2;2;5;2;2;4;2;3;3;4;3;4;6;3;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;4;2;2;3;2;3;2;2;2;2;2;4;2;2;2;5;3;3;5;4;2;2;6;5;3,7;3;1;7;7;3;5;3;1;7;3;5;7;3;5;3;1;1;5;1;5;5;1;7;7;7;3;1;1;3;1;7;3;1;7;7;3;1;5;7;3;1;3;1;7;7;7;7;3;5;7;7;3;5;1;1;5;5;7;3;5;5;1;1,7;11;9;15;7;3;13;11;9;7;3;5;7;3;13;11;1;1;13;1;13;5;9;15;15;7;11;1;9;11;9;7;11;9;15;7;11;1;13;7;11;9;11;9;15;15;15;7;3;13;15;7;3;5;1;1;5;13;7;3;5;5;1;1,7;27;9;15;23;19;29;27;9;23;3;5;23;19;29;11;1;17;13;17;13;21;9;31;15;7;11;1;25;27;9;7;27;9;15;7;11;17;29;7;27;25;27;9;31;31;15;23;19;29;15;23;3;5;1;17;5;29;23;3;21;5;1;1,3;2;1;4;3;2;1;2;1;3;2;1;3;2;1;2;1;1;1;1;1;1;1;5;4;3;2;1;1;2;1;3;2;1;4;3;2;1;1;3;2;1;2;1;6;5;4;3;2;1;4;3;2;1;1;1;1;1;3;2;1;1;1;1,3,1,1,6,8,3,1,2,2,1,2,4,,0,,0,,7,1,7,7,1,9,1,7,15,11,0,,,,,2:-7;3:1;4:1;5:0;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:-7;3:1;4:1;5:0;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:4;3:-3;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:34;3:19;4:8;5:3;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:19;3:8;4:3;5:1;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0
15295,64,2,12,1;1;1;1;1;2;1;2;7;2;1;2;1;3;1;4;1;3;3;2;2;4;1;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,22943;34415;51623;77435;116153;87115;130673;98005;2297;1723;2585;1939;2909;1091;1637;307;461;173;65;49;37;7;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;3;2;3;8;3;2;3;2;4;2;5;2;4;4;3;3;5;2;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,7;7;7;3;1;3;1;5;1;3;1;3;5;3;5;3;5;5;1;1;5;7;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,15;15;7;11;9;11;1;5;9;11;9;3;13;3;5;3;13;13;1;1;5;7;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,31;15;7;27;25;11;17;21;25;27;25;19;29;3;5;19;13;13;1;17;5;7;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;4;3;2;1;2;1;1;1;2;1;2;1;2;1;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5,1,1,5,2,1,0,3;4,3-4,2,3,1,,0,2,1,2->3,15,1,1,31,1,1,2,3,7,2,3,retention_drop_dominant,"2:ret=7,cont=2,diff=3,jump=3,cause=retention_drop_dominant","j=2,margin_j=-2,margin_next=1,margin_jump=3,retention_j=12,retention_next=5,retention_drop=7,continuation_j=5,continuation_next=3,continuation_drop=2,retention_drop_minus_2_continuation_drop=3,cause=retention_drop_dominant",,2:3;3:0;4:-1;5:-1;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:3;3:0;4:-1;5:-1;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1,0,2:-2;3:1;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:12;3:5;4:3;5:2;6:1;7:0;8:0;9:0;10:0;11:0;12:0;13:0,2:5;3:3;4:2;5:1;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0
